target_word	sim_word	is_sim
腹器	扩胸器	0
腹肌	扩胸器	0
割伤	擦伤	0
水凝悦	新七白美	0
papa	春雨	0
recipe	春雨	0
TAIHI	泰嗨	0
油脂	皮脂	1
分泌	皮脂	0
眼线笔	眼线液	1
护目	眼镜架	0
圆框	眼镜架	0
护目镜	眼镜架	0
JIGOTT	眼镜架	0
全框	眼镜架	0
可配	眼镜架	0
平光镜	眼镜架	0
近视	眼镜架	0
细框	眼镜架	0
近视眼镜	眼镜架	0
大框	眼镜架	0
平光眼镜	眼镜架	0
帕森	眼镜架	0
眼镜框	眼镜架	1
女靴	短靴	0
靴子	短靴	0
马丁靴	短靴	0
棉鞋	短靴	0
雪地靴	短靴	0
男票	老公	0
为准	色差	0
收到	色差	0
请以	色差	0
实物	色差	0
矿物质	营养成分	0
蛋白质	营养成分	0
聚光	裸透	0
掉色	褪色	1
起球	褪色	0
八箭	银炫彩	0
银百搭	银炫彩	0
驱蚊液	雷达	0
加热器	雷达	0
蚊香	雷达	0
高筒靴	靴女	0
惠百施	EBiSU	0
入耳	HIFI	0
入耳式	HIFI	0
魔音	HIFI	0
低音	HIFI	0
耳机线	HIFI	0
耳塞式	HIFI	0
HiFi	HIFI	0
手机耳机	HIFI	0
扬声器	HIFI	0
立体声	HIFI	0
调音	HIFI	0
三键	HIFI	0
漫步者	HIFI	0
重低音	HIFI	0
头戴式	HIFI	0
线控	HIFI	0
NFC	HIFI	0
BD16	HX3216	0
HX6730	HX3216	0
D12013	HX3216	0
灯头	万发	0
一家	三口	0
枕护	保健枕	0
时鲜	凝时焕	0
新七白美白	凝时焕	0
床罩	单人床	0
牛栏	原罐	0
吞咽	咀嚼	0
吴昕	唐嫣	0
阚清子	唐嫣	0
受凉	小肚	0
小肚子	小肚	0
享受	感受	1
奇葩	漫舞花	0
佐餐	甜嫩	0
清乐	甜嫩	0
蔬乐	甜嫩	0
乐维滋	甜嫩	0
松石	算盘	0
针线盒	缝补	0
MAYSU	美素	0
玉露	美素	0
瑰蜜	美素	0
勾丝黑	芯丝	0
战神	警察	0
楔合	警察	0
床品套件	贡缎	0
床品	贡缎	0
水晶项链	钻石项链	0
金项链	钻石项链	0
Res	随身听	0
有源	随身听	0
无损	随身听	0
声道	随身听	0
播报	随身听	0
乳钙	鱼肝油	0
软胶囊	鱼肝油	0
润发	黑云	0
Ryoe	黑云	0
韧发	黑云	0
莹韧	黑云	0
毛根	黑云	0
彼丽	BEELY	0
浴见知己	BEELY	0
卡雷优	CALVIN	0
卡莱	CALVIN	0
卡尔文克雷恩	CALVIN	0
GUCCI	CALVIN	0
爱淡	CALVIN	0
光韵	CALVIN	0
KLEIN	CALVIN	0
卡文克莱	CALVIN	0
BURBERRY	CALVIN	0
LANVIN	CALVIN	0
卡雷	CALVIN	0
美宝莲	MAC	0
芭比波朗	MAC	0
MAYBELLINE	MAC	0
蜜丝佛陀	MAC	0
魅可	MAC	0
FACE	MAYSU	0
玉露	MAYSU	0
瑰蜜	MAYSU	0
时鲜	MAYSU	0
美素	MAYSU	0
凝香	MAYSU	0
妮维雅	Nivea	0
ere	lumi	0
意思	lumi	0
法语	lumi	0
DBP	丙酮	0
甲苯	丙酮	0
中筒	中筒袜	1
长袜	中筒袜	0
棉袜	中筒袜	0
短筒袜	中筒袜	0
男袜	中筒袜	0
短袜	中筒袜	0
堆堆	中筒袜	0
艺术创作	人际关系	0
泳衣	保守	0
遮肚	保守	0
热浪	保守	0
游泳衣	保守	0
泳装	保守	0
分体泳衣	保守	0
腹器	健身器材	0
迈乔	健身器材	0
仰卧起坐	健身器材	0
米客	健身器材	0
CALVIN	卡尔文克雷恩	0
莫杰	卡尔文克雷恩	0
KLEIN	卡尔文克雷恩	0
卡文克莱	卡尔文克雷恩	1
浴室	卫生间	0
连帽卫衣	套头卫衣	1
卫衣套装	套头卫衣	0
ORIGINS	姜味	0
环球	小白鞋	0
板鞋	小白鞋	0
帆布鞋	小白鞋	0
白鞋	小白鞋	1
网鞋	小白鞋	0
爱情	幸运	0
护趾	护足	0
AVENT	新安怡	0
茵菲莎	曼苛纱因	0
XYMZ	曼苛纱因	0
薇诺娜	极润	0
肌研	极润	0
活氧	极润	0
食客	湖北	0
电子商务	湖北	0
有限公司	湖北	0
全资	湖北	0
周黑鸭	湖北	0
爽身粉	爽身	1
痱子粉	爽身	0
休闲零食	良品铺子	0
高筒靴	长筒靴	1
JD36	JD48	0
SC48	JD48	0
MEDIC	SUR	0
菲诗小铺	Shop	0
W9518	W9516	0
I7	i7	1
I5	i7	0
NB	nce	0
Cl	倩碧	0
不用	再也	0
担心	再也	0
UYUK	司迪珂思	0
落雁莎	司迪珂思	0
贴纸	和纸	0
手帐	和纸	0
整卷	和纸	0
kinbor	和纸	0
美纹纸	和纸	0
胶带	和纸	0
健乐	士女	0
可肩	开肩	0
狩猎者	恒星	0
钢笔	恒星	0
狩猎	恒星	0
割破	抓痕	0
缔诗	抓痕	0
尚蔓蒂	抓痕	0
贴暖	暖贴	0
宝贴	暖贴	0
中指	李沁	0
吴昕	李沁	0
棉服	棉衣	1
棉服	棉袄	0
当归	沙棘	0
爱亲亲	活石	0
学步车	活石	0
勾勾手	活石	0
益智玩具	活石	0
贝恩施	活石	0
兰瑟	玛丽黛佳	0
凯筣丝汀	玛丽黛佳	0
梵柏莎	玛丽黛佳	0
卡姿兰	玛丽黛佳	0
湖北	电子商务	0
食客	电子商务	0
有限公司	电子商务	0
HONB	红贝缇	0
佩琦	纤美媛	0
柏莎	纤美媛	0
艾莲	纤美媛	0
框型	蛤蟆	0
柔焦	调色	0
退烧	退热贴	0
黑盘	防水表	0
BUREI	防水表	0
白盘	防水表	0
香味	香气	1
气味	香气	1
花香	香气	1
芬芳	香气	0
芳香	香气	1
清香	香气	1
九分牛仔裤	高腰牛仔裤	0
原汁	黄瓜	0
W9518	W9517	0
bobo	alt	0
谅解	alt	0
点烟器	一拖二	0
听歌	一拖二	0
接收器	一拖二	0
双酚	不含	0
宁夏	中宁	0
冻干	中宁	0
广西	中宁	0
齐腰	交领	0
汉服	交领	0
齐胸	交领	0
半臂	交领	0
对襟	交领	0
酵母	多糖	0
多肽	多糖	0
复合物	多糖	0
韩方	多糖	0
七种	多糖	0
马齿苋	多糖	0
神经酰胺	多糖	0
红藻	多糖	0
裤加绒	大小头	0
脚加绒	大小头	0
莫妮卡	天彩翼飞	0
宾尼兔	天彩翼飞	0
雅诗罗	天彩翼飞	0
雅涵	天彩翼飞	0
女士内衣	女内衣	1
收腹	妙奈尔	0
妙贝乐	妙奈尔	0
塑身衣	妙奈尔	0
arden	小皮	0
油性	干性	1
祛痘	急救	0
不轰烈	情味	0
安全座椅	提篮	0
婴儿推车	景观	0
播放	智能手机	0
三菱	暗记	0
PILOT	暗记	0
百乐	暗记	0
尼罗河	李先生	0
后花园	李先生	0
诱香	榨护色	0
品酒	欧利罗克	0
波米	欧利罗克	0
古装	武侠	0
花生米	海味	0
虾片	海味	0
鱿鱼丝	海味	0
麻辣味	海味	0
健达	海味	0
冬枣	海味	0
鸡爪	海味	0
鱿鱼片	海味	0
豆皮	海味	0
凤爪	海味	0
卤味	海味	0
花生豆	海味	0
椰片	海味	0
膨化食品	海味	0
牛轧糖	海味	0
港味	港风	1
Fon	芳庭	0
游泳衣	连体泳衣	1
白恒	采透	0
颜松露	颜奢	0
肌活	颜奢	0
金致臻	颜奢	0
养紧妍	颜奢	0
斯提亚	马连奴	0
CPB	BEAUTE	0
肌肤之钥	BEAUTE	0
LK	BKMT	0
KW	BKMT	0
佰草集	HERBORIST	0
JUST	MISSRAIN	0
第五代	MISSRAIN	0
aca	Oil	0
mia	Oil	0
W9517	W9518	0
W9516	W9518	0
Lejiatu	乐嘉途	0
调情	助兴	0
前戏	助兴	0
催情	助兴	0
阿狸	叮唛	0
胆式	可脱	0
打扮	在乎	0
雅萌	娜蜜丝	0
YAMAN	娜蜜丝	0
内裆	底档	0
孕妇内衣	怀孕期	0
包住	恰好	0
收纳袋	整理	0
路狄夫	斯特	0
诺德	斯特	0
大洋霸	斯特	0
瓜子仁	木仁	0
脆片	木仁	0
海味	木仁	0
花生米	木仁	0
南瓜子	木仁	0
灰枣	木仁	0
泡椒	木仁	0
椰片	木仁	0
开心果	木仁	0
巴旦	木仁	0
江西	木仁	0
肉脯	木仁	0
康师傅	木仁	0
五香	木仁	0
碧根果	木仁	0
牛肉面	木仁	0
豆干	木仁	0
花生豆	木仁	0
散装	木仁	0
牛轧糖	木仁	0
肉类零食	木仁	0
脆骨	木仁	0
巴旦木	木仁	0
鱿鱼丝	木仁	0
水杯	杯子	1
鲜萃	水肌	0
雪润	水肌	0
OLAY	海蓝之谜	0
MER	海蓝之谜	0
LA	海蓝之谜	0
玉兰油	海蓝之谜	0
伊丽莎白雅顿	海蓝之谜	0
雅诗兰黛	海蓝之谜	0
身体乳	润肤乳	1
湿纸巾	湿巾	1
秸秆	漱口杯	0
轨道	火车	0
小面包	盼盼	0
除尘	粘尘	1
仪冷喷	脸器	0
IPSA	茵芙莎	0
枣子	辣片	0
薄皮	辣片	0
金属纤维	金属丝	0
乔薇依	金属丝	0
防辐射服	金属丝	0
避免	防止	0
贝丽	LULULUN	0
SC48	SA36	0
序作	WORK	0
ORGANIC	WORK	0
XL21	XXL32	0
L38	XXL32	0
S92	XXL32	0
M30	XXL32	0
L46	XXL32	0
L54	XXL32	0
M80	XXL32	0
L68	XXL32	0
中码	XXL32	0
L24	XXL32	0
XL40	XXL32	0
祖.玛珑	diptyque	0
蒂普提克	diptyque	0
JO	diptyque	0
MALONE	diptyque	0
这位	diptyque	0
za	ng	0
lz	ng	0
冰火	两重天	0
蓝三色	分哈衣	0
可放	卡夹	0
驾驶证	卡夹	0
钥匙包	卡夹	0
名片	卡夹	0
证件	卡夹	0
驾照	卡夹	0
头绳	头箍	0
发圈	头箍	0
发卡	头箍	0
发绳	头箍	0
发箍	头箍	1
马尾	头箍	0
景观	婴儿推车	0
推行	婴儿推车	0
伞车	婴儿推车	0
推车	婴儿推车	1
CHBABY	婴儿推车	0
全蓬	婴儿推车	0
海苔	小老板	0
膨润	彭润	0
电视剧	扶摇	0
单支	掏耳朵	0
LMSD	无痕厚	0
无痕小胸	无痕厚	0
无钢	无痕厚	0
线裤	棉毛裤	0
oppo	浩酷	0
魔胄	浩酷	0
HOCO	浩酷	0
安卓	浩酷	0
LANEIGE	清盈	0
多效	清盈	0
超辣	火鸡	0
三养	火鸡	0
沉醉于	爱中	0
款款	精心设计	0
希亚	纽迪	0
钛钢	罗马数字	0
润滑液	肛门	0
人体润滑	肛门	0
房事	肛门	0
瘦显	腿长	0
提取	萃取	1
富含	萃取	0
提取物	萃取	1
入院	褥垫	0
催乳	褥垫	0
产褥期	褥垫	0
恶露	褥垫	0
专用纸	褥垫	0
奶垫	褥垫	0
包孕	褥垫	0
杂锦	酱汁	0
腰果仁	酱汁	0
西瓜子	酱汁	0
牌原	酱汁	0
小黄鱼	酱汁	0
松仁	酱汁	0
甘栗仁	酱汁	0
柔修	雪纱丝	0
白如嫩玉	雪纱丝	0
水衡	雪纱丝	0
ROCK	魔胄	0
浩酷	魔胄	0
SIX	魔胄	0
HOCO	魔胄	0
安卓	魔胄	0
地道	鲜香	0
劲道	鲜香	0
无痕厚	LMSD	0
无痕小胸	LMSD	0
Up	ak	0
Ha	nh	0
优肌	nh	0
Ha	优肌	0
茶蕊	优肌	0
nh	优肌	0
积分	兑换	0
冰面	凸刻	0
卷发夹	卷发器	1
卷发	卷发器	0
面贴膜	安瓶	0
授权	官方	0
蜜润	帝皇	0
赋妍	帝皇	0
蜂姿	帝皇	0
秦岚	张子枫	0
安悦溪	张子枫	0
四季豆	弥勒佛	0
玉镶	弥勒佛	0
冰白	弥勒佛	0
毁容	慢性	0
戏水	戏水玩具	1
按摩椅	推拿	0
唯美	浪漫	0
瓷砖	灶台	0
炒锅	煎锅	0
无油烟	煎锅	0
护龈	牙膏	0
乐乐趣	科普	0
掠食	科普	0
朗朗上口	科普	0
嘉年华	科普	0
qu	科普	0
剧场	科普	0
第三辑	科普	0
喷式	竹韵	0
缪斯	竹韵	0
光韵	竹韵	0
女士香水	竹韵	0
男士香水	竹韵	0
LANVIN	竹韵	0
BVLGARI	竹韵	0
花之舞	竹韵	0
纯香	竹韵	0
典藏版	竹韵	0
GUCCI	竹韵	0
爱语	竹韵	0
古驰	竹韵	0
向日葵	籽油	0
高丽雅娜	肉毒	0
SHO	肉毒	0
Bi	舒妍	0
贝德玛	舒妍	0
小胖	蜡笔	0
机械表	钢带	0
卡罗莱	钢带	0
女表	钢带	0
石英表	钢带	0
飞轮	钢带	0
机械手	钢带	0
男表	钢带	0
三眼	钢带	0
厕所	除臭	0
丰凝润	香润	0
红纹石	马粉	0
天河石	马粉	0
dic	Ad	0
红贝缇	HONB	0
nattycat狼逖猫	Na	0
XL50	XXL34	0
L56	XXL34	0
ave	tw	0
理疗	中医	0
婴儿推车	伞车	0
全蓬	伞车	0
超高跟	侧空	0
游泳衣	分体泳衣	1
保守	分体泳衣	0
泳装	分体泳衣	0
泳衣	分体泳衣	0
山羊绒	动物纤维	0
上均	场上	0
在职	场上	0
生活品质	场上	0
春夏	夏季	1
春季	夏季	1
黑超	夹片	0
身体护理	奢享	0
乐菲尔	妙迪	0
mood	妙迪	0
TOUTOU	妙迪	0
椰蓉	拉斐尔	0
清洁	洁净	1
警察	消防	0
铸铁	炒锅	0
套锅	炒锅	0
煎锅	炒锅	0
无油烟	炒锅	0
爱仕达	炒锅	0
锅具	炒锅	0
电磁炉	炒锅	0
炒菜锅	炒锅	1
炒制	熟制	0
留存	熟制	0
雪肤	白润	0
洪水	突击	0
香气	芳香	1
花香	芳香	1
芬芳	芳香	1
清香	芳香	1
气味	芳香	0
动物园	读物	0
图书	读物	0
故事书	读物	0
第二辑	读物	0
计数	跳绳	0
批发	零售	0
男帽	雷锋	0
平顶	雷锋	0
伊索	Ae	0
i5	I5	1
i7	I5	0
欧树	Nuxe	0
Aro	hera	0
py	hera	0
九分	七分	1
灯笼	七分	0
喇叭	七分	0
母女装	亲子装	0
发烧	体温计	0
EW	体温计	0
耳温	体温计	0
依香	依露	0
真空技术	保冷	0
弥勒佛	冰白	0
幻影	又名	0
美目	双眼皮	0
绿幽灵	发晶	0
紫黄晶	发晶	0
单串	发晶	0
面包干	咸味	0
夹心饼干	咸味	0
韩剧	女主	0
身贴	宝贴	0
宫贴	宝贴	0
暖贴	宝贴	0
贴暖	宝贴	0
云织	密爱	0
无痕无圈	密爱	0
体育用品	康复	0
导致	引起	1
造成	引起	0
熔炼	抚顺	0
粗杆	拖头	0
原由	无关	0
强磁	无痕无磁	0
九美	无痕无磁	0
瑕疵	油光	0
馥郁	清甜	0
果香	清甜	0
卡姿兰	玻儿	0
发梢	直至	0
HELLO	科特豪斯	0
KITTY	科特豪斯	0
兑换	积分	0
博倩	索薇娅	0
绒里	绒垫	0
澳洲爱他美	装版	0
仓鼠	邦尼	0
狐狸狗	邦尼	0
坐款	邦尼	0
抱抱熊	邦尼	0
柏文熊	邦尼	0
接着	韵调	0
令人振奋	韵调	0
千黛名媛	INME	0
水桶	INME	0
Fa	ncl	0
大嘴猴	nk	0
赛嘉	seago	0
eau	ty	0
佛教	七宝	0
疯癫	乐于	0
体脂	体重秤	0
称重	体重秤	0
电子秤	体重秤	1
电子称	体重秤	0
凯筣丝汀	兰瑟	0
梵柏莎	兰瑟	0
NACOLA	兰瑟	0
玛丽黛佳	兰瑟	0
享红	华凝香	0
津率	华凝香	0
洁面	卸妆	0
苦苦	寻觅	0
ICD	录音笔	0
CUH	录音笔	0
影院	录音笔	0
速干	快干	1
夏季	春夏	1
春季	春夏	1
秋冬	春夏	0
含羞草	月桂	0
罗勒	月桂	0
黑莓	月桂	0
翘器	毛卷	0
假睫毛	毛卷	0
溶解	洗净	0
清除	洗净	0
农心	炸鸡	0
享无	煮食	0
炖汤	电炖锅	1
豪热	电磁	0
IH	电磁	0
沸腾	电磁	0
煮饭	电磁	0
亨氏	米粉	0
英氏	米粉	0
有益于	米粉	0
收口	罗纹	0
果蔬	蔬菜	1
辣片	薄皮	0
枣子	薄皮	0
卡夹	证件	0
讯息	诉说着	0
胶带	贴纸	0
和纸	贴纸	0
手帐	贴纸	0
hellokitty	迪士尼宝宝	0
保温桶	饭盒	0
便当盒	饭盒	1
带饭	饭盒	0
香水	香氛	1
高帮鞋	马丁靴	0
短靴	马丁靴	0
靴子	马丁靴	0
棉鞋	马丁靴	0
女靴	马丁靴	0
马丁	马丁靴	1
雪地靴	马丁靴	0
ELIXIR	AQUALABEL	0
水之印	AQUALABEL	0
X270	I7	0
Pio	IPho	0
夜家居	NIGHT	0
EQT	RUN9TIS	0
Slip	RUN9TIS	0
CONS	RUN9TIS	0
oc	Tr	0
W1705	W6120	0
ns	nl	0
im	nl	0
瀚黎	nl	0
ha	nl	0
韩后	一叶子	0
美可卓	全脂	0
卫生纸	卷纸	1
厕纸	卷纸	1
手纸	卷纸	1
卷筒纸	卷纸	1
斑布	卷纸	0
唇膏	口红	1
熬制	古法	0
儿歌	古诗	0
宝格丽	古驰	0
博柏利	古驰	0
浪凡	古驰	0
一如	古驰	0
GUCCI	古驰	0
菲拉格慕	古驰	0
Gu	古驰	0
范思哲	古驰	0
OuiOuiNewYo	叶形	0
套头针织衫	套头毛衣	1
Ryoe	奢耀	0
靓彩	奢耀	0
丝蓓绮	奢耀	0
柔艳	奢耀	0
无硅	奢耀	0
水养润	奢耀	0
对抗	延缓	0
衰老	延缓	0
破壁	料理机	0
搅拌机	料理机	0
果汁机	料理机	1
榨汁机	料理机	1
泉润	新润	0
凯瑟	无磁	0
牛轧糖	沙琪玛	0
酥脆可口	沙琪玛	0
台湾地区	沙琪玛	0
榛子	沙琪玛	0
酥饼	沙琪玛	0
青豆	沙琪玛	0
九州	海上	0
亲亲我	爱得利	0
纳福	珠红绳	0
珠宝黄金	珠红绳	0
手绳	珠红绳	1
珠黑	珠红绳	0
眉形	眉毛	1
漱口杯	秸秆	0
小麦	秸秆	0
Ymer	秸秆	0
近视	近视眼镜	0
全框	近视眼镜	0
护目镜	近视眼镜	0
眼镜架	近视眼镜	0
可配	近视眼镜	0
平光镜	近视眼镜	0
眼镜框	近视眼镜	0
中果	香蕉苹果	0
艾优	APIYOO	0
KN	GFX	0
CREW	GFX	0
SOLID	GFX	0
LIN	GFX	0
CNY	GFX	0
NSW	GFX	0
YKYC	KCSJ	0
七潮八	KCSJ	0
YY	KCSJ	0
无印良品	MUJI	0
依杰美	XYLB	0
ed	ask	0
木果	乳油	0
费列罗	健达	0
榛果	健达	0
底档	内裆	0
半梅	吐鲁番	0
若羌	吐鲁番	0
核桃肉	吐鲁番	0
麦得隆	吐鲁番	0
灰枣	吐鲁番	0
浪漫	唯美	0
风毛	圈布	0
烟熏	大眼	0
怀孕期	孕妇内衣	0
前开	孕妇内衣	0
深型	平底锅	0
无油烟	平底锅	0
炒菜锅	平底锅	0
ELIXIR	悦薇珀	0
翡塑	悦薇珀	0
新透	悦薇珀	0
AQUALABEL	悦薇珀	0
优悦	悦薇珀	0
良好基础	打下	0
山楂片	无核	0
苦瓜	无核	0
大粒	无核	0
若叶	无核	0
酥饼	无核	0
脆片	无核	0
从仁堂	无核	0
十月天使	洗护用品	0
亮润	清爽型	0
溜溜	滑行	0
湿疹	痱子	0
白蓝	白黄	0
睡衣套装	睡衣	1
家居服	睡衣	0
Ve	绅情	0
HUGO	绅情	0
versace	绅情	0
雅痞	绅情	0
BOSS	绅情	0
IPSA	自律	0
天彩翼飞	莫妮卡	0
美约	莫妮卡	0
雅诗罗	莫妮卡	0
宾尼兔	莫妮卡	0
柏仙	莫妮卡	0
阳仔	莫妮卡	0
瑞拉	莫妮卡	0
雅涵	莫妮卡	0
金黄色	葡萄球菌	0
大肠杆菌	葡萄球菌	0
蒸格	蒸屉	0
安全套	避孕套	1
冰火	避孕套	0
倍力乐	避孕套	0
保密	避孕套	0
性用品	避孕套	0
杜蕾斯	避孕套	0
步曲	部曲	0
咖啡杯	马克杯	1
大肚	马克杯	0
纯水	EDI	0
FARM	LOWRYS	0
point	LOWRYS	0
光泽	亮泽	1
丰盈	亮泽	0
光彩	亮泽	0
光采	亮泽	0
润泽	亮泽	1
莹亮	亮泽	1
保护环境	从南孚	0
助听器	从南孚	0
不断更新	从南孚	0
南孚电池	从南孚	0
外界	侵袭	0
侵害	侵袭	1
光泽	光彩	1
光采	光彩	1
泰芝郎	克里西蒙	0
吉野	克里西蒙	0
2人组	克里西蒙	0
狼迹	克里西蒙	0
凤爪	冬枣	0
椰片	冬枣	0
鱿鱼丝	冬枣	0
鸡爪	冬枣	0
WF	冬枣	0
鱿鱼片	冬枣	0
菲拉格慕	博柏利	0
浪凡	博柏利	0
BURBERRY	博柏利	0
光韵	博柏利	0
古驰	博柏利	0
迷情	博柏利	0
范思哲	博柏利	0
头皮屑	头油	0
匀致	奕奕	0
单历	小盘	0
手拎包	手机包	0
甩脂机	抖抖	0
护足	护趾	0
大孔	护趾	0
仰卧起坐	拉力器	0
米客	拉力器	0
文具盒	无针	0
分辨率	显示屏	0
卷筒纸	有芯卷纸	1
手纸	有芯卷纸	1
杯口	杯底	0
杯身	杯底	0
运动水壶	水瓶	0
纤长	浓密	0
洁净	清洁	1
微精	焕采精	0
颜精	焕采精	0
肌透精	焕采精	0
阶段性	着压	0
环采	肌因	0
光蕴	肌因	0
黄芪	苁蓉	0
网鞋	跑步鞋	0
运动鞋	跑步鞋	1
跑鞋	跑步鞋	1
网面	跑步鞋	0
旅游鞋	跑步鞋	0
板鞋	跑步鞋	0
白鞋	跑步鞋	0
休闲鞋	跑步鞋	0
声波	软毛	0
牙刷	软毛	0
皮肤风衣	运动风衣	1
银海	银饰	0
银黑	银饰	0
银女	银饰	0
银微镶	银饰	0
银饰品	银饰	1
短靴	靴子	0
女靴	靴子	0
马丁靴	靴子	0
雪地靴	靴子	0
长筒靴	高筒靴	1
长靴	高筒靴	1
活润	ALBION	0
奥比	ALBION	0
奥碧虹	ALBION	0
纤花	ART	0
自营	ART	0
瑜伽垫	BA2	0
Paix	Joie	0
tie	Joie	0
柠檬海	LWQGL	0
罗帷绮古丽	LWQGL	0
若西之恋	LWQGL	0
PT	OH	0
cam	Tip	0
婴肌幻	V7	0
蒂佳婷	V7	0
papa	V7	0
瀚黎	ha	0
nl	ha	0
im	ha	0
va	no	0
刮眉	修眉	0
拉美拉	修眉	0
刮眉刀	修眉	0
坡跟	平底	0
松糕	平底	0
圆头	平底	0
方头	平底	0
浅口	平底	0
平底鞋	平底	1
厚底	平底	0
银边	明筋	0
走时	机芯	0
破洞	毛边	0
局限	汤水	0
碎花	波点	0
ngeBob	海绵宝宝	0
红华	清源	0
湿巾	湿纸巾	1
手口	湿纸巾	0
黑茶	畅透	0
刮眉	眉刀	0
刮眉刀	眉刀	0
春秋	秋冬季	1
冬季	秋冬季	1
秋冬	秋冬季	1
巧罗	脆皮	0
呖德	脆皮	0
麦得隆	脆皮	0
小面包	脆皮	0
喜糖	脆皮	0
正香源	脆皮	0
健达	脆皮	0
诺梵	脆皮	0
麻薯	脆皮	0
椰蓉	脆皮	0
古银	芝宝	0
A6	记事本	0
帐本	记事本	0
A5	记事本	0
kinbor	记事本	0
各位	详情	0
尺码	详情	0
自行	详情	0
礼券	阳澄湖	0
冷链	阳澄湖	0
养殖	阳澄湖	0
大闸蟹	阳澄湖	0
星农	阳澄湖	0
恼人	青春痘	0
NACOLA	韩熙贞	0
凯筣丝汀	韩熙贞	0
菲奥娜	韩熙贞	0
领冰丝	领裙	0
鱼肠	鱼棒	0
藻油	鱼棒	0
小馒头	鱼棒	0
贝比玛玛	鱼棒	0
肉肠	鱼棒	0
国际品牌	SBS	0
翠贝卡	TRIBECA	0
so	as	0
直播	主播	1
女龟	仙人	0
雪纺连衣裙	印花连衣裙	0
碎花连衣裙	印花连衣裙	1
双肩包	双肩背包	1
基材	复底	0
锅底	复底	0
斑布	妇婴	0
富安娜	家纺	0
床上用品	家纺	0
蜜粉	散粉	1
眼周	日复一日	0
匀亮	日复一日	0
欧货潮	欧货	1
虾片	盐焗鸡	0
优格	盐焗鸡	0
鸡爪	盐焗鸡	0
地瓜干	盐焗鸡	0
速融	盐焗鸡	0
阿萨姆	简品	0
季御村	简品	0
多年	老师傅	0
防腐剂	色素	0
我爱你	语言	0
净化	调理	0
平衡	调理	0
卫衣	连帽卫衣	0
退热贴	退烧	0
降热	退烧	0
退热	退烧	0
表身	钨钢	0
随时	随时随地	1
安瓶	面贴膜	0
润燥	面贴膜	0
面膜贴	面贴膜	0
泊美	鲜纯珍	0
MILD	鲜纯珍	0
aya	Ni	0
妮泰雅	Ni	0
池枫	UOGOO	0
TATYANA	UOGOO	0
艾微妮	UOGOO	0
ET	UOGOO	0
酒店	五星级	0
水凝	凝润	1
纤倍俪	北极绒	0
现磨	卡布奇诺	0
阿萨姆	卡布奇诺	0
底拼色	底网	0
底超	底网	0
绽放	散发	0
焕发	散发	1
海味	核桃肉	0
花生米	核桃肉	0
枣泥	核桃肉	0
提子	核桃肉	0
靖江	核桃肉	0
豆皮	核桃肉	0
甘栗仁	核桃肉	0
虾片	核桃肉	0
脆片	核桃肉	0
鸭脖子	核桃肉	0
南瓜籽	核桃肉	0
鱼皮	核桃肉	0
西瓜子	核桃肉	0
果碧根	核桃肉	0
甘栗	核桃肉	0
巴旦	核桃肉	0
面筋	核桃肉	0
枣片	核桃肉	0
番薯	核桃肉	0
薄皮	核桃肉	0
养气	核桃肉	0
松仁	核桃肉	0
脆爽	核桃肉	0
板筋	核桃肉	0
吐鲁番	核桃肉	0
椰片	核桃肉	0
膨化食品	核桃肉	0
杨梅	核桃肉	0
椒盐	核桃肉	0
豆制品	核桃肉	0
若羌	核桃肉	0
紧弹	榆绿木	0
耳仔	比高	0
分泌	水油	0
平衡	水油	0
SMART	粘板	0
衡肤	纯露	0
美白	美肤	1
隐形文胸	胸贴	1
婚纱	胸贴	0
无肩带	胸贴	0
上托	胸贴	0
空调被	薄被	1
油压	铜片	0
帮面	鞋身	0
鞋头	鞋身	0
鞋带	鞋身	0
宾尼	BN	0
斯巴奴	BN	0
骆驼	CAMEL	0
CF	CNY	0
AOP	CNY	0
NSW	CNY	0
ICD	CUH	0
ZCT2NA	CUH	0
控制器	CUH	0
PS4	CUH	0
Bel	Dave	0
AGE35	FCE75	0
TCMB	FCE75	0
营养辅食	伊威	0
小馒头	伊威	0
肉松	伊威	0
方广	伊威	0
曼琳思菲	伊香恋	0
秋风	伊香恋	0
XXIAN	伊香恋	0
hig	兄弟	0
佛珠	单圈	0
手串	单圈	0
多圈	单圈	0
暖风机	取暖器	0
NEO2017	女服	0
男服	女服	0
汤锅	奶锅	0
电磁炉	奶锅	0
妆效	妆感	1
预约	定时	0
桂圆	山野农夫	0
杯口留香	山野农夫	0
姜茶	山野农夫	0
花草茶	山野农夫	0
胖大海	山野农夫	0
福鞋	布洛克	0
封底	有响	0
莫妮卡	柏仙	0
瑞拉	柏仙	0
阳仔	柏仙	0
盖毯	毛毯	1
毯子	毛毯	0
吐司	烤面包机	0
德龙	烤面包机	0
多士炉	烤面包机	0
方向盘	翻斗	0
雪肤	肌本	0
滋盈	肌本	0
滋晶	肌本	0
钙铁锌	英吉利	0
削皮	蒜蓉	0
安儿欣	贝儿欣	0
贝亲	贝儿欣	0
宽口	贝儿欣	0
贝壳家族	贝壳元素	1
尼龙布	配头	0
铝镁合金	镁铝合金	0
TSA	镁铝合金	0
海关	镁铝合金	0
瑞曼	镁铝合金	0
叮唛	阿狸	0
熊果	雪莲	0
深空	AiPho	0
爱尔	Aier	0
Sui	An	0
安娜苏	An	0
